"File","PrimaryModule","ReferencedBy","Disposition","SizeBytes","SHA256","Notes"
"src/master/MainUI/Procedure/ucItemConfiguration.resx","build-distribution","all projects;release packaging","Replace","5748","A122F3E718C7A26B3B21F292AE61305DC66838BB76B93ED6A7669B2AB4CA3432","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/ucItemManagerial.cs","build-distribution","all projects;release packaging","Port","5618","65ECE2354A108E1B7161980E0936B05ABE1B69D434BF1E5C874AC09478B86A8A","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/ucItemManagerial.Designer.cs","build-distribution","all projects;release packaging","Port","10527","B0A7DD37C0172AFCF7D5ED278CA5D06C636FBFEB15AC37C94EF62149374FDBDB","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/ucItemManagerial.resx","build-distribution","all projects;release packaging","Replace","5748","A122F3E718C7A26B3B21F292AE61305DC66838BB76B93ED6A7669B2AB4CA3432","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/ucKindManage.cs","build-distribution","all projects;release packaging","Port","4119","563ACD85754D35B43515D7AA85741BDF3D50612ACAFF5097D3D1A8D59F622B4C","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/ucKindManage.Designer.cs","build-distribution","all projects;release packaging","Port","6849","248650B94AE0D9A316024ADF13F08FBF992963BE4E7E2117CAA94306EE248777","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/ucKindManage.resx","build-distribution","all projects;release packaging","Replace","5748","A122F3E718C7A26B3B21F292AE61305DC66838BB76B93ED6A7669B2AB4CA3432","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/ucModelManage.cs","build-distribution","all projects;release packaging","Port","6274","CEA7F58C36231C4D9FD8C8EAAC0F178E336F1C0C09C42C2FC3736056C13320D9","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/ucModelManage.Designer.cs","build-distribution","all projects;release packaging","Port","10114","437CE8E4102DF39CBF3676B296DC776995177D69DF2429AC2F037272B9F2A202","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/ucModelManage.resx","build-distribution","all projects;release packaging","Replace","5748","A122F3E718C7A26B3B21F292AE61305DC66838BB76B93ED6A7669B2AB4CA3432","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/ucTestParams.cs","build-distribution","all projects;release packaging","Port","4856","863F9178F5118CB36F6093470C73003F0CC2E80D29009B99A19A146AB66C00E6","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/ucTestParams.Designer.cs","build-distribution","all projects;release packaging","Port","21458","C05800D53A3B059491394932A374935B70B00230AF1FD5692490214B7C1E5AEC","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/ucTestParams.resx","build-distribution","all projects;release packaging","Replace","6333","0F1E11B7A783E49077B96AAA5C36DDBB830709A30557E3634EE2DD1823B58F1D","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/User/frmUserEdit.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","2208","B607E3AA3587527C177D682AB1902DE7A35FF889BED0BE1A73AEA213757D661E","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/User/frmUserEdit.designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","8601","6A9F661B992AA96BBE9D8D50F54255D13739C3E5628C0F20FD644AF83991BDDB","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/User/frmUserEdit.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","17017","2867B7A03F1FEB75903CC2DF0508F735288E48C096D4F24C77475364102FD08C","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/User/ucPermission.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","6081","BD1B5CD81D83772AB5DA8FB3BC09CE7BD51B2827E9FDF9C23C07CAEE8CAB9E9E","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/User/ucPermission.designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5410","070F3CFC84F68D4978A48F0B2D761F0F735C701AA99E4A04A7047CAD221E8A41","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/User/ucPermission.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","13304","2C5DFB44009355708ABB50CFDE68FC41151B77796FD0C07DD468640DA5CB052A","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/User/ucPermissionAllocation.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","8380","2E0D3900C0058B745D8BF769A86B237461F5F38F7FBED21FE50DF16797FA53BE","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/User/ucPermissionAllocation.Designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","7514","8211B900B167E4B7F70CBB9FD297ADFDAFEB6DC6840A8CD3FE86D60655E6F64B","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/User/ucPermissionAllocation.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5748","A122F3E718C7A26B3B21F292AE61305DC66838BB76B93ED6A7669B2AB4CA3432","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/User/ucRole.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","2782","F96F64793D131D3E0600EFA55B352C8E842806A50DC5F6C34E75BEE2767CEAEB","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/User/ucRole.designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5380","EA98AF395DE1B6C7558235D767ECEF1A7EFBB9932882729D464D76C1A18A30D6","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/User/ucRole.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","13160","3F0121AB2C4818A16A51350494591DFAE9EACFA55152CE46B1E236998FA44042","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/User/ucUserManager.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","4219","EF7A21F1F60A0B30B1D6553F270E402C8950F1D16C6848D16DA600DDFA73227F","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/User/ucUserManager.designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5531","0F8F5C48ADF09C1A92C9D77EB4DCC524871E2EF7CE4783B0FD98F38ED913189B","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/User/ucUserManager.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","13175","0FFABBE466BCBA37F9F9F70A9E1B682F9CB37EBB25207938758F9BD7BC81AA83","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Program.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5746","B0B64A64901ABE067D8294630646778B995FD4AD609A0E3FC238638089479CAD","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Properties/PublishProfiles/FolderProfile.pubxml","build-distribution","all projects;release packaging","Replace","648","CB7D84312F83DADC29941323AA7230C1CCDEF677E143EB8F8C1D4AA36D665A11","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Properties/PublishProfiles/FolderProfile.pubxml.user","build-distribution","all projects;release packaging","Replace","250","AC728E10AC95A43A75026AC2F1846B3C37B5AAED15153F083C48F457402C0131","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Properties/Resources.Designer.cs","ui-assets","XXX.TestBench.Avalonia","Port","16896","B89824D0AE314395C876E9DE9A7379935766478D99F6AAE35BE5FEBF50B961B9","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Properties/Resources.resx","ui-assets","XXX.TestBench.Avalonia","Replace","11076","9836E07D25E573C38D5885D0839E3AF9CA4C83285B4322BF6F57FECA5152DEA0","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Properties/Settings.Designer.cs","platform-boundary","XXX.TestBench.Avalonia;XXX.TestBench.Gateway;IntegrationTests","Port","1107","D333DA9F09AC9FFF20F48D002029634BB0FEEE8B6B4CD7A6B259DA629F318E95","文件、进程、配置、HTTP、日志或平台适配；迁移到明确边界"
"src/master/MainUI/Properties/Settings.settings","platform-boundary","XXX.TestBench.Avalonia;XXX.TestBench.Gateway;IntegrationTests","Replace","249","F6A4290723520CADDD934B8800319C7CA6CC7EEAB647059EC89B7A13B1513265","文件、进程、配置、HTTP、日志或平台适配；迁移到明确边界"
"src/master/MainUI/readMe.txt","build-distribution","all projects;release packaging","Replace","3","F1945CD6C19E56B3C1C78943EF5EC18116907A4CA1EFC40A57D48AB1DB7ADFC5","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Resources/22.png","ui-assets","XXX.TestBench.Avalonia","Replace","10834","B3FF2C6C5961D1A1F83556171060D5182499C5AB8825494DB6290F331C11250E","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/9029eadf-1225-da7b-6ac8-e131d184bd70.png","ui-assets","XXX.TestBench.Avalonia","Replace","1360","C902F181EDA5B6782E29A76FD6D3C1DDF488A5AF34176B9AE54718F3AA25F747","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/复选框_无.png","ui-assets","XXX.TestBench.Avalonia","Replace","3016","FEBEF126E0EA77282631723F576E296A2F9058694B9A422539FC795FD24C20E9","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/复选框勾.png","ui-assets","XXX.TestBench.Avalonia","Replace","618","2DAE2C83B2CF1E9A18093592CE56A2F30711C3762822BAD9326CBD58D8E0DF9B","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/节流阀1.png","ui-assets","XXX.TestBench.Avalonia","Replace","1244","5817D602ECB4515B54D0A3BEBFCF5BB4BC85C525B61891C2AE1B0D79AD8A10A5","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/节流阀2.png","ui-assets","XXX.TestBench.Avalonia","Replace","1435","6CF23703FE629A53552E94709794091DC8C85F1CB950977C42273C4AE5440719","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/节流阀3.png","ui-assets","XXX.TestBench.Avalonia","Replace","1401","81CEF1CAADAF11803D413343F7425E26F4CFFC4AA412229CC53CE52981176151","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/CRRC_full.png","ui-assets","XXX.TestBench.Avalonia","Replace","14624","8F251CEC805E47CF4B2855D0982354E26759440C17539FCABB508F7D4A38290D","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/CRRC_Logo.ico","ui-assets","XXX.TestBench.Avalonia","Replace","67646","5DDEE9C4E04A5BCDC72C036E6AE94CC8F124563608CC2491C8FC599689A9565B","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/csrw_full.jpg","ui-assets","XXX.TestBench.Avalonia","Replace","31182","34BDB9F628A3B0C2749ECB23DF880101E1FD9AF3822BAFE2A95D2B42CABFC73F","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/DIblack.png","ui-assets","XXX.TestBench.Avalonia","Replace","5627","5657900C44578D4B5481C6FCA17E46F15465B2350838A7AF6E01D59626993611","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/DIGreen.png","ui-assets","XXX.TestBench.Avalonia","Replace","5790","6EF0DDB8204E94B67AD08E647413EBDA6508D358C05D8F701C85E8455A7356A7","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/DIRed.png","ui-assets","XXX.TestBench.Avalonia","Replace","5181","99374749DA30A74074C4433E91C31070C8B1E684C74CCB994D148A58F09FE7BD","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/emergent.png","ui-assets","XXX.TestBench.Avalonia","Replace","4462","FA921F47B0EF841D831D91CF9215F363984B8D105E011762ABC7D6635147685A","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/ico.ico","ui-assets","XXX.TestBench.Avalonia","Replace","4286","B9F976A0724595DC30CA329B73851F0061EB5FF8A79CCAD3AA6F9E71406BC1A8","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/KG_Off.png","ui-assets","XXX.TestBench.Avalonia","Replace","4403","7DE3862DA7ECFF06133278CA3043FD297E58D44342DA6092F075A3C4CA7E08C3","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/KG_On.png","ui-assets","XXX.TestBench.Avalonia","Replace","4448","604BE50C7ABB0ADF2048EACA21797C763B7CF3F232DA30D45A5DE46B575B6DE4","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/KG_UP_Off.png","ui-assets","XXX.TestBench.Avalonia","Replace","3706","AD7FDB012D6CF30F180A0C8F35F37223EAB15793D0ADB6EC4D93013368B937DE","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/KG_UP_Off1.png","ui-assets","XXX.TestBench.Avalonia","Replace","3843","532FD3B80A28284CF2A023B1171369F462B606ECA43199E613B561F84C8D689E","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/KG_UP_On.png","ui-assets","XXX.TestBench.Avalonia","Replace","3742","6E29C97F5B029061815389C17B33F1A9D725443B452CA212EB0519E9BBE087DF","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/KG_UP_On1.png","ui-assets","XXX.TestBench.Avalonia","Replace","4023","540C7E6434E7E2C7B94AF500A8E74B916933CDE43513C8F01A999BE6F6C35A5E","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/KG2_Off.png","ui-assets","XXX.TestBench.Avalonia","Replace","1366","7058967335BDD77246D84DD2E368833B7EA8A4D1360FCCE4E71D8839E862069B","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/KG2_On.png","ui-assets","XXX.TestBench.Avalonia","Replace","1204","EDEBE29D1B7478AD673338FE5F7EEB2D62AE1325BAA3ECAFA5552A78088E0D54","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/logo.ico","ui-assets","XXX.TestBench.Avalonia","Replace","3262","9883DBF1B91A48A3945F0E06845BEA571CEFB9D37DD1B99ED01B66DDB8FEEAE2","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/mv_Hor_OFF.gif","ui-assets","XXX.TestBench.Avalonia","Replace","841","B1DA8667A2FA9A2715EBDA72E9D57D064BD0063B803BC135636B429DCF6C5659","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/mv_Hor_ON.gif","ui-assets","XXX.TestBench.Avalonia","Replace","841","EDD37B33AD5E2BF2A795FB7759E7D96F003B608787F30CCAEFDB10A4E690CBCE","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/mv_Ver_OFF.gif","ui-assets","XXX.TestBench.Avalonia","Replace","811","7CFE16B758CEEB61A88B4079D1CFA72CB020C3C741AED02E831BFFCB9CDEC3BD","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/mv_Ver_ON.gif","ui-assets","XXX.TestBench.Avalonia","Replace","811","ECF3B08DB5845A0400D338D9E7338009647C53BBC05972D5A96E046BE3629E6B","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/noemergent.png","ui-assets","XXX.TestBench.Avalonia","Replace","7061","7A90C3B52E761777403440AF4D3BEEA55E60774E20558ACC7E9549FC26994783","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/rw_noback.png","ui-assets","XXX.TestBench.Avalonia","Replace","56000","566B95130D42D1D57A32E950F3723FAD74C07A5A9B74E838073A6552BB35F433","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/RW.ico","ui-assets","XXX.TestBench.Avalonia","Replace","4286","47953A61EF0C04FCF7E1C32ED908E292C42D5C22F5E99D16FF9C60EA0DC2F0DD","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Resources/wKgABWPxmliEDjX5AAAAADIo6pY6839165.png","ui-assets","XXX.TestBench.Avalonia","Replace","1160","F9CD5300A8AF85A462B97DE4FBB478852E920C19091BE5B890726602AF2470C9","资源候选；确认字体、授权、触控尺寸和 UOS 渲染后再替换"
"src/master/MainUI/Service/ControlInitializationService.cs","platform-boundary","XXX.TestBench.Avalonia;XXX.TestBench.Gateway;IntegrationTests","Port","4067","B3D163525E0061BCFD8D583DE10D60F97B2F00A7DF74241B7B9835C6A1EE020D","文件、进程、配置、HTTP、日志或平台适配；迁移到明确边界"
"src/master/MainUI/Service/CountdownService.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","8747","B12797029336B4D667A7AE21E9CAD2131AA8514036327DA20565BADF6893CEC1","需要人工归属确认"
"src/master/MainUI/Service/HMIVariable.cs","platform-boundary","XXX.TestBench.Avalonia;XXX.TestBench.Gateway;IntegrationTests","Port","3486","55FFE2341FB77643E8ADC7670AB8E48F302A81014F3C79A15D9227A2E7178942","文件、进程、配置、HTTP、日志或平台适配；迁移到明确边界"
"src/master/MainUI/Service/LocalDatabaseInitializer.cs","platform-boundary","XXX.TestBench.Avalonia;XXX.TestBench.Gateway;IntegrationTests","Port","1413","6F00AC206EE9F658421A429AD12C4C86EE9BA6F8F43843F95687B351C8E22963","文件、进程、配置、HTTP、日志或平台适配；迁移到明确边界"
"src/master/MainUI/Service/NavigationButtonStyles.cs","platform-boundary","XXX.TestBench.Avalonia;XXX.TestBench.Gateway;IntegrationTests","Port","2588","E6D9702021A622F9E4EED627B8AE542C34B156104697FB682CB14119DE26CB44","文件、进程、配置、HTTP、日志或平台适配；迁移到明确边界"
"src/master/MainUI/Service/ProcessHelper.cs","platform-boundary","XXX.TestBench.Avalonia;XXX.TestBench.Gateway;IntegrationTests","Port","6496","A278D9391F8E8B3445F33BFD19B481108FEC27777D714A9FF4DCBD65F25E85E4","文件、进程、配置、HTTP、日志或平台适配；迁移到明确边界"
"src/master/MainUI/Service/ReportService.cs","platform-boundary","XXX.TestBench.Avalonia;XXX.TestBench.Gateway;IntegrationTests","Port","12529","26EFFAAEB0D3D440344E212912C56642FA727B9135ECCC4910B8761AECAFB922","文件、进程、配置、HTTP、日志或平台适配；迁移到明确边界"
"src/master/MainUI/Service/TableService.cs","platform-boundary","XXX.TestBench.Avalonia;XXX.TestBench.Gateway;IntegrationTests","Port","3344","63051E8C7FB323029EB366A40FF3C7BE0A3B3602766AD95A4A0058D0BAD5B809","文件、进程、配置、HTTP、日志或平台适配；迁移到明确边界"
"src/master/MainUI/Service/TestFactory.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","2759","1AFD8682BDA3DD27F75944A40C5FF6F1C311E2629E39662D7BAD3D872699F14E","需要人工归属确认"
"src/master/MainUI/Service/TimeTrackingService.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","1898","4A62EDD76AFBB54CB05F70CE60D9DA608D26C0E04551243146F9F0C10E43734E","需要人工归属确认"
"src/master/MainUI/UcHMI_FLE.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","10414","6C0B28BFD31D1E1E0366FD078C4C2D7757D0F14A61990825D51652DD99E6C8C9","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/UcHMI_FLE.Designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","106142","F79BA60780EA7EE5BEB8457050758D8CD6E95D5D89B3D04EEAAA94B4359D78FE","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/UcHMI_FLE.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5748","A122F3E718C7A26B3B21F292AE61305DC66838BB76B93ED6A7669B2AB4CA3432","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/ucHMI.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","40983","DD82BE76A7CC26C5C2E562388954A46628EB7E9499EC98F120AEE7EAD588CF79","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/ucHMI.Designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","54397","D4C16571BF13EBC8127DFBC0075BE96B8C855F9AA1F7720E92721B24FCC0AAF0","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/ucHMI.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","7248","7E9FE2CAF1DA07615AF4AC07D832FD8CE4E555308849EB305B3849661B2671A0","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Upload/UploadModels.cs","platform-boundary","XXX.TestBench.Avalonia;XXX.TestBench.Gateway;IntegrationTests","Port","6440","C5174208F5221C2759FD40A467B3FF498A656475E22831AC414311A8D1A3F3C8","文件、进程、配置、HTTP、日志或平台适配；迁移到明确边界"
"src/master/MainUI/Upload/UploadService.cs","platform-boundary","XXX.TestBench.Avalonia;XXX.TestBench.Gateway;IntegrationTests","Port","17495","673B498DF00B4E5B0FD956DB153BF5B16FC115C948FDDEE2513E40F499C80E2F","文件、进程、配置、HTTP、日志或平台适配；迁移到明确边界"
"src/master/XXX试验台.sln","build-distribution","all projects;release packaging","Replace","1230","22FCD59C8A79A2B2189D1A3D3DDB8A53F50A5CEC265F9CB86D09305A84327A94","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/slave/XXX试验台D OPC_V1.0.opf","gateway-boundary","XXX.TestBench.Gateway;IntegrationTests","ReferenceOnly","10536","9B1DAD23112270E187E97D69837F9D4A55F83D82B165EF76D782E70FACC5ABDB","设备/OPF/旧 OPC 边界；迁移为 DeviceGateway 或配置输入"
